Station_ID,City,Install_Date,Charger_Type,Daily_Avg_Utilization_Hrs,Avg_Charging_Rate_INR,Electricity_Cost_INR,Total_Energy_Dispensed_kWh,Maintenance_Incidents,Total_Maintenance_Cost_INR,Operational_Status,Install_Cost_INR,Total_Revenue,Total_Operational_Cost,Net_Profit,ROI
EV-0401,Coimbatore,2023-04-14,L2,5.95,19.27,8.72,20196.18,2,14384.54,Active,216568.33,389180.39,190495.23,198685.16,91.74
EV-0402,Coimbatore,2022-11-20,L2,8.19,17.72,8.12,40821.21,0,7198.28,Active,185828.98,723351.84,338666.51,384685.33,207.01
EV-0403,Chennai,2024-02-09,L2,7.84,14.95,7.78,29107.86,3,19962.73,Active,189418.5,435162.51,246421.88,188740.63,99.64
EV-0404,Bangalore,2022-03-16,Unknown,7.27,20.35,8.24,40928.23,0,13750.89,Active,186080.68,832889.48,350999.51,481889.97,258.97
EV-0405,Kochi,2022-01-10,L2,1.0,17.25,6.63,50618.44,1,21372.32,Active,179183.42,873168.09,356972.58,516195.51,288.08
EV-0406,Hyderabad,2023-04-15,L2,2.22,19.99,5.59,62073.82,3,19079.84,Active,276183.93,1240855.66,366072.49,874783.17,316.74
EV-0407,Chennai,2023-09-29,DCFC,18.53,15.97,8.47,47379.97,5,29969.02,Active,1204590.75,756658.12,431277.37,325380.75,27.01
EV-0408,Madurai,2023-07-31,L2,10.74,16.31,9.32,50379.36,1,26842.41,Active,234278.2,821687.36,496378.05,325309.31,138.86
EV-0409,Madurai,2022-04-13,DCFC,6.23,20.22,6.26,41276.07,8,16409.99,Active,1595821.76,834602.14,274798.19,559803.95,35.08
EV-0410,Hyderabad,2022-03-17,L2,9.98,19.18,6.95,27324.53,3,22214.28,Active,292428.21,524084.49,212119.76,311964.73,106.68
EV-0411,Bangalore,2023-07-05,L2,3.94,17.62,8.75,22301.9,1,15183.68,Offline,240497.09,392959.48,210325.3,182634.18,75.94
EV-0412,Hyderabad,2022-08-07,L2,4.51,19.21,8.36,44532.71,2,17703.56,Active,285472.88,855473.36,389997.02,465476.34,163.05
EV-0413,Coimbatore,2023-06-03,L2,3.74,16.59,10.96,51269.6,3,12488.65,Under Maintenance,209681.67,850562.66,574403.47,276159.19,131.7
EV-0414,Coimbatore,2022-09-29,Unknown,4.38,18.72,9.08,43420.78,1,17396.2,Active,1776040.19,812837.0,411656.88,401180.12,22.59
EV-0415,Madurai,2022-05-16,L2,8.31,18.76,8.84,22860.1,3,16874.03,Active,278048.17,428855.48,218957.31,209898.17,75.49
EV-0416,Bangalore,2022-12-24,DCFC,7.82,17.75,7.24,53021.0,5,7045.75,Active,1457256.9,941122.75,390917.79,550204.96,37.76
EV-0417,Chennai,2022-03-12,L2,12.1,16.83,8.52,74439.57,5,11941.36,Active,163942.12,1252817.96,646166.5,606651.46,370.04
EV-0418,Coimbatore,2022-09-08,DCFC,7.65,18.64,9.5,48280.3,5,16151.58,Active,1661679.6,899944.79,474814.43,425130.36,25.58
EV-0420,Kochi,2022-10-19,DCFC,7.72,17.57,7.88,49092.59,4,14520.78,Under Maintenance,1783376.15,862556.81,401370.39,461186.42,25.86
EV-0421,Madurai,2022-06-11,DCFC,9.54,16.43,8.14,33434.3,1,20042.35,Active,1432357.09,549325.55,292197.55,257128.0,17.95
EV-0422,Coimbatore,2023-03-25,L2,4.33,18.52,7.34,32466.51,1,21501.23,Active,233551.02,601279.77,259805.41,341474.36,146.21
EV-0423,Coimbatore,2023-07-11,L2,10.12,17.57,8.27,56771.21,5,11087.78,Offline,228892.63,997470.16,480585.69,516884.47,225.82
EV-0424,Madurai,2023-12-22,DCFC,6.85,16.43,8.24,64854.82,4,21822.03,Active,1290011.62,1065564.69,556225.75,509338.94,39.48
EV-0425,Chennai,2022-11-06,DCFC,17.14,18.59,9.48,47793.52,5,31560.87,Active,1537208.79,888481.54,484643.44,403838.1,26.27
EV-0427,Coimbatore,2023-11-01,DCFC,6.95,17.77,8.67,55300.23,1,15578.96,Active,1641783.01,982685.09,495031.95,487653.14,29.7
EV-0428,Madurai,2023-06-26,DCFC,6.86,21.5,7.84,81010.73,1,16132.15,Active,1222339.56,1741730.69,651256.27,1090474.42,89.21
EV-0429,Madurai,2022-01-09,DCFC,4.95,22.73,8.64,46341.53,1,22593.98,Offline,1355692.81,1053342.98,422984.8,630358.18,46.5
EV-0430,Bangalore,2023-11-15,DCFC,13.11,16.59,7.75,47332.31,4,24647.89,Active,1617271.87,785243.02,391473.29,393769.73,24.35
EV-0431,Hyderabad,2023-07-22,DCFC,10.35,18.52,8.57,36910.5,0,21968.66,Active,1353301.69,683582.46,338291.64,345290.82,25.51
EV-0432,Madurai,2022-11-03,L2,4.76,22.71,8.73,57220.31,0,11096.09,Active,282816.13,1299473.24,510629.4,788843.84,278.92
EV-0433,Chennai,2023-11-11,L2,8.9,18.26,6.93,39935.25,2,7009.75,Active,184937.18,729217.66,283761.03,445456.63,240.87
EV-0434,Kochi,2022-04-17,L2,3.68,18.57,9.1,65322.53,0,11760.81,Active,217628.5,1213039.38,606195.83,606843.55,278.84
EV-0435,Hyderabad,2022-05-18,DCFC,11.77,15.16,7.83,51570.82,5,22884.94,Active,1405101.28,781813.63,426684.46,355129.17,25.27
EV-0436,Kochi,2022-09-28,DCFC,8.46,17.44,7.53,55126.87,4,19629.6,Active,1740355.14,961412.61,434734.93,526677.68,30.26
EV-0437,Hyderabad,2022-04-29,L2,10.81,19.61,7.29,49304.84,2,26612.31,Offline,226032.07,966867.91,386044.59,580823.32,256.97
EV-0438,Kochi,2022-04-20,DCFC,8.18,23.36,8.3,73326.67,1,7783.35,Active,1635004.09,1712911.01,616394.71,1096516.3,67.07
EV-0439,Hyderabad,2024-01-31,DCFC,7.48,18.11,8.0,56142.19,2,20206.61,Active,1213993.4,1016735.06,469344.13,547390.93,45.09
EV-0440,Madurai,2023-07-21,L2,8.48,15.17,8.37,70805.11,1,18774.33,Active,182713.82,1074113.52,611413.1,462700.42,253.24
EV-0441,Kochi,2022-06-09,L2,6.16,15.69,8.39,51629.35,2,13573.42,Active,244736.68,810064.5,446743.67,363320.83,148.45
EV-0442,Hyderabad,2022-10-06,L2,2.46,18.43,8.61,47438.9,5,18879.64,Offline,207368.67,874298.93,427328.57,446970.36,215.54
EV-0443,Hyderabad,2022-10-16,Unknown,7.62,20.85,10.78,49427.14,6,15699.82,Active,222314.23,1030555.87,548524.39,482031.48,216.82
EV-0444,Bangalore,2023-09-12,L2,4.61,19.77,8.04,38428.86,4,17301.54,Active,275420.23,759738.56,326269.57,433468.99,157.38
EV-0445,Hyderabad,2022-08-04,L2,3.75,19.42,7.27,57975.03,2,18402.75,Active,224862.5,1125875.08,439881.22,685993.86,305.07
EV-0446,Kochi,2024-01-05,L2,8.09,21.12,5.98,39644.62,3,19900.55,Active,247874.91,837294.37,256975.38,580318.99,234.12
EV-0447,Coimbatore,2022-12-18,L2,5.8,17.06,6.8,51686.95,4,15434.06,Active,248516.26,881779.37,366905.32,514874.05,207.18
EV-0448,Hyderabad,2022-07-28,L2,9.07,18.54,9.24,62828.03,1,23886.68,Active,270541.79,1164831.68,604417.68,560414.0,207.15
EV-0449,Coimbatore,2023-12-05,L2,4.53,17.46,8.72,73753.23,0,4739.39,Under Maintenance,245720.92,1287731.4,647867.56,639863.84,260.4
EV-0450,Madurai,2023-10-12,DCFC,5.32,17.96,6.65,52442.9,7,24418.79,Active,1760900.88,941874.48,373164.08,568710.4,32.3
EV-0451,Chennai,2022-09-28,L2,9.38,16.49,10.46,62918.11,2,9360.78,Active,201325.95,1037519.63,667484.21,370035.42,183.8
EV-0452,Chennai,2023-06-02,DCFC,12.96,17.81,8.33,61128.32,8,15112.05,Active,1566749.62,1088695.38,524310.96,564384.42,36.02
EV-0453,Bangalore,2023-05-16,DCFC,5.05,18.44,8.46,47531.34,4,3496.85,Active,1394832.14,876477.91,405611.99,470865.92,33.76
EV-0454,Hyderabad,2022-09-15,L2,7.14,17.76,10.24,81617.05,3,19784.3,Active,238009.36,1449518.81,855542.89,593975.92,249.56
EV-0455,Coimbatore,2022-02-22,L2,10.2,18.18,9.74,41356.37,6,10972.69,Active,276441.1,751858.81,413783.73,338075.08,122.3
EV-0456,Coimbatore,2022-04-05,L2,5.3,19.31,8.78,51364.92,4,22450.63,Active,237983.78,991856.61,473434.63,518421.98,217.84
EV-0457,Kochi,2023-10-12,L2,8.0,20.98,8.83,71811.8,2,12367.63,Offline,205840.54,1506611.56,646465.82,860145.74,417.87
EV-0459,Kochi,2022-10-11,L2,6.16,20.02,7.76,50214.81,5,18200.44,Active,204249.74,1005300.5,407867.37,597433.13,292.5
EV-0460,Madurai,2022-02-15,L2,9.22,15.98,8.29,64856.25,5,9921.28,Active,177310.13,1036402.88,547579.59,488823.29,275.69
EV-0461,Chennai,2022-01-04,L2,7.05,17.78,8.57,46640.41,0,8046.13,Active,294129.42,829266.49,407754.44,421512.05,143.31
EV-0462,Hyderabad,2022-12-08,L2,9.72,17.95,7.87,42669.82,2,16414.42,Active,257254.78,765923.27,352225.9,413697.37,160.81
EV-0463,Kochi,2024-02-29,L2,7.56,17.19,7.03,31808.16,1,13613.79,Active,262407.47,546782.27,237225.15,309557.12,117.97
EV-0464,Chennai,2022-05-14,L2,12.05,19.18,7.73,60858.22,5,17492.25,Active,215395.39,1167260.66,487926.29,679334.37,315.39
EV-0465,Coimbatore,2023-10-15,L2,2.59,15.31,7.01,62438.31,3,8271.71,Active,166494.72,955930.53,445964.26,509966.27,306.3
EV-0466,Coimbatore,2022-09-26,L2,5.96,21.89,8.06,41481.66,8,13216.21,Active,190007.47,908033.54,347558.39,560475.15,294.98
EV-0467,Chennai,2022-06-15,DCFC,6.82,20.89,6.22,54021.5,4,21136.22,Under Maintenance,1792804.83,1128509.14,357149.95,771359.19,43.03
EV-0468,Coimbatore,2024-01-30,L2,3.96,19.46,8.34,89764.83,3,2812.65,Active,223016.9,1746823.59,751451.33,995372.26,446.32
EV-0469,Madurai,2023-03-29,L2,3.98,18.38,6.37,67200.23,2,19977.29,Active,219146.97,1235140.23,448042.76,787097.47,359.16
EV-0470,Madurai,2023-07-19,L2,6.92,20.96,7.6,36477.74,3,11212.79,Offline,215011.23,764573.43,288443.61,476129.82,221.44
EV-0471,Chennai,2023-12-24,L2,7.07,19.88,8.5,65023.43,5,14878.47,Active,224396.62,1292665.79,567577.62,725088.17,323.13
EV-0473,Kochi,2023-07-29,DCFC,3.69,18.38,8.67,6571.73,3,12393.37,Active,1770664.91,120788.4,69370.27,51418.13,2.9
EV-0474,Chennai,2022-01-10,L2,5.69,22.08,8.32,49693.82,3,8790.44,Active,242290.37,1097239.55,422243.02,674996.53,278.59
EV-0475,Kochi,2022-04-25,DCFC,4.09,20.83,6.88,73448.02,5,20733.06,Active,1721383.3,1529922.26,526055.44,1003866.82,58.32
EV-0476,Kochi,2022-03-19,DCFC,8.84,19.52,8.98,49047.22,2,17270.81,Active,1525000.3,957401.73,457714.85,499686.88,32.77
EV-0477,Madurai,2023-12-09,DCFC,4.32,21.01,6.9,55658.53,4,22000.68,Offline,1396365.12,1169385.72,406044.54,763341.18,54.67
EV-0478,Chennai,2022-06-02,DCFC,5.97,17.66,9.09,41874.06,3,4140.59,Active,1621041.61,739495.9,384775.8,354720.1,21.88
EV-0479,Bangalore,2023-07-13,DCFC,14.22,16.16,8.63,57296.75,7,22187.13,Active,1463431.82,925915.48,516658.08,409257.4,27.97
EV-0480,Hyderabad,2022-02-06,L2,4.96,19.14,9.36,45962.6,4,6589.93,Active,155518.34,879724.16,436799.87,442924.29,284.81
EV-0481,Kochi,2023-01-14,L2,8.23,18.39,8.02,42295.16,4,11879.78,Active,272290.66,777807.99,351086.96,426721.03,156.72
EV-0482,Bangalore,2023-08-20,L2,10.49,18.1,7.18,65930.03,2,15852.49,Under Maintenance,169238.27,1193333.54,489230.11,704103.43,416.04
EV-0483,Kochi,2023-07-20,L2,6.97,20.93,6.71,42109.46,4,16936.0,Active,205205.82,881351.0,299490.48,581860.52,283.55
EV-0484,Madurai,2022-06-01,L2,8.75,18.83,6.82,66908.55,5,24119.69,Active,221576.64,1259888.0,480436.0,779452.0,351.78
EV-0485,Chennai,2023-03-17,L2,1.32,19.03,6.36,41117.21,3,5745.26,Active,214872.0,782460.51,267250.72,515209.79,239.78
EV-0486,Kochi,2022-05-11,L2,5.43,17.85,8.94,80877.38,0,16147.27,Active,258849.86,1443661.23,739191.05,704470.18,272.15
EV-0487,Madurai,2022-02-12,DCFC,6.96,20.26,9.07,25390.48,3,13118.81,Active,1301048.46,514411.12,243410.46,271000.66,20.83
EV-0488,Hyderabad,2022-11-12,DCFC,3.87,19.9,8.55,51570.82,6,14408.58,Active,1598228.5,1026259.32,455339.09,570920.23,35.72
EV-0489,Kochi,2023-01-09,L2,7.02,20.25,7.97,51388.57,5,15513.58,Active,157755.45,1040618.54,425080.48,615538.06,390.18
EV-0490,Chennai,2022-02-10,L2,9.15,17.51,10.06,20239.34,3,14044.08,Active,265139.27,354390.84,217651.84,136739.0,51.57
EV-0491,Madurai,2023-01-02,DCFC,1.8,21.11,7.9,11435.21,1,9334.46,Active,1666959.45,241397.28,99672.62,141724.66,8.5
EV-0492,Madurai,2022-08-04,L2,3.53,22.18,8.22,20368.89,6,8406.11,Active,283458.71,451781.98,175838.39,275943.59,97.35
EV-0493,Madurai,2023-11-30,DCFC,6.96,20.18,7.95,45618.66,3,13675.44,Active,1620442.26,920584.56,376343.79,544240.77,33.59
EV-0494,Hyderabad,2022-09-13,L2,7.65,16.88,7.66,45999.35,2,7896.91,Under Maintenance,257648.79,776469.03,360251.93,416217.1,161.54
EV-0495,Kochi,2023-11-14,L2,8.35,16.9,8.63,54994.99,3,14435.48,Active,290934.71,929415.33,489042.24,440373.09,151.36
EV-0496,Hyderabad,2022-04-16,DCFC,6.78,17.75,7.37,47044.98,6,13733.15,Under Maintenance,1593293.77,835048.4,360454.65,474593.75,29.79
EV-0497,Coimbatore,2022-12-29,L2,7.65,17.37,7.3,54492.75,1,2749.82,Active,212023.34,946539.07,400546.9,545992.17,257.52
EV-0498,Coimbatore,2024-03-09,Unknown,8.76,18.36,8.68,43246.75,3,24668.07,Active,235109.89,794010.33,400049.86,393960.47,167.56
EV-0499,Kochi,2023-07-28,DCFC,5.46,19.76,7.5,60722.24,1,15386.29,Active,1427413.32,1199871.46,470803.09,729068.37,51.08
EV-0500,Hyderabad,2023-02-21,L2,4.98,19.08,8.13,58914.65,4,2813.05,Active,237723.01,1124091.52,481789.15,642302.37,270.19
EV-0501,Chennai,2023-09-28,Unknown,6.08,18.9,7.66,45099.61,1,16235.66,Active,172023.0,852382.63,361698.67,490683.96,285.24
EV-0502,Madurai,2024-02-07,DCFC,7.0,18.02,7.99,57995.17,2,13983.05,Active,1389956.67,1045072.96,477364.46,567708.5,40.84
EV-0503,Madurai,2022-06-08,L2,4.85,18.35,7.33,47140.31,5,8411.17,Active,171756.49,865024.69,353949.64,511075.05,297.56
EV-0504,Kochi,2022-08-31,DCFC,5.52,20.09,7.36,27165.11,2,16546.51,Active,1686092.24,545747.06,216481.72,329265.34,19.53
EV-0505,Coimbatore,2022-06-16,L2,7.49,14.48,7.18,63567.45,3,10289.23,Active,243717.02,920456.68,466703.52,453753.16,186.18
EV-0506,Coimbatore,2022-07-01,L2,6.89,18.48,8.84,36397.76,4,15965.16,Active,167537.04,672630.6,337721.36,334909.24,199.9
EV-0507,Madurai,2023-02-27,L2,6.04,19.08,8.17,63407.36,3,11492.45,Active,265561.75,1209812.43,529530.58,680281.85,256.17
EV-0508,Kochi,2022-01-26,L2,2.15,20.07,8.92,51388.57,6,10472.1,Active,279894.89,1031368.6,468858.14,562510.46,200.97
EV-0509,Hyderabad,2022-07-03,DCFC,6.49,16.48,9.03,48732.17,3,14922.33,Active,1531843.86,803106.16,454973.83,348132.33,22.73
EV-0510,Coimbatore,2024-01-25,DCFC,4.07,16.37,7.54,21845.1,3,6889.54,Active,1522087.13,357604.29,171601.59,186002.7,12.22
EV-0511,Hyderabad,2022-12-07,L2,8.96,19.67,8.88,73096.18,3,14587.31,Active,222302.23,1437801.86,663681.39,774120.47,348.23
EV-0512,Coimbatore,2023-02-26,DCFC,5.73,14.69,7.99,44553.29,2,18286.27,Active,1324308.88,654487.83,374267.06,280220.77,21.16
EV-0513,Coimbatore,2023-11-17,L2,4.01,21.16,7.84,59518.45,3,21353.05,Active,223638.76,1259410.4,487977.7,771432.7,344.95
EV-0515,Coimbatore,2022-09-12,L2,9.68,21.62,8.55,45928.47,3,21766.65,Under Maintenance,202263.4,992973.52,414455.07,578518.45,286.02
EV-0516,Chennai,2022-10-01,Unknown,8.08,16.33,7.65,52892.12,3,12726.43,Active,257689.58,863728.32,417351.15,446377.17,173.22
EV-0518,Madurai,2023-12-20,DCFC,3.18,13.68,6.73,45995.11,2,19076.78,Active,1266958.21,629213.1,328623.87,300589.23,23.73
EV-0519,Hyderabad,2022-04-21,L2,10.55,16.91,8.25,49170.28,5,12415.53,Under Maintenance,262399.24,831469.43,418070.34,413399.09,157.55
EV-0520,Chennai,2023-01-27,L2,4.95,18.13,6.5,56405.97,4,589.24,Active,176675.39,1022640.24,367228.04,655412.2,370.97
EV-0521,Chennai,2022-02-09,L2,8.83,14.57,7.02,57467.29,0,18734.34,Active,186883.14,837298.42,422154.72,415143.7,222.14
EV-0522,Hyderabad,2023-04-27,L2,5.69,17.71,8.58,50650.36,2,25105.49,Active,152632.13,897017.88,459685.58,437332.3,286.53
EV-0523,Bangalore,2022-08-16,DCFC,15.47,14.53,5.33,59314.05,7,26466.0,Active,1778533.37,861833.15,342609.89,519223.26,29.19
EV-0524,Bangalore,2022-07-24,L2,9.77,17.99,9.8,43638.95,3,16025.51,Active,242685.53,785064.71,443687.22,341377.49,140.67
EV-0525,Hyderabad,2023-04-17,L2,8.12,20.79,8.83,83373.3,1,9394.45,Under Maintenance,254157.82,1733330.91,745580.69,987750.22,388.64
EV-0526,Kochi,2022-12-25,L2,8.39,18.43,6.16,72283.83,1,20846.78,Under Maintenance,182149.16,1332190.99,466115.17,866075.82,475.48
EV-0527,Bangalore,2022-11-09,L2,6.25,21.82,10.4,61436.64,2,17043.21,Active,253106.46,1340547.48,655984.27,684563.21,270.46
EV-0528,Hyderabad,2022-08-22,L2,5.42,20.07,10.67,20876.29,2,13264.29,Offline,239456.49,418987.14,236014.3,182972.84,76.41
EV-0529,Chennai,2022-08-17,L2,6.85,21.2,7.82,59090.29,5,12747.91,Under Maintenance,204918.45,1252714.15,474833.98,777880.17,379.6
EV-0530,Chennai,2022-01-25,DCFC,10.17,16.97,7.07,44950.44,5,19448.53,Active,1786820.65,762808.97,337248.14,425560.83,23.82
EV-0531,Kochi,2023-11-07,DCFC,12.67,16.92,9.69,35319.79,7,15219.83,Active,1294764.89,597610.85,357468.6,240142.25,18.55
EV-0532,Bangalore,2022-07-17,L2,4.02,19.19,7.66,44568.56,5,7704.96,Active,223993.83,855270.67,349100.13,506170.54,225.98
EV-0533,Bangalore,2023-02-13,L2,9.01,15.34,8.16,36982.48,3,21090.11,Active,246274.21,567311.24,322867.15,244444.09,99.26
EV-0534,Kochi,2022-12-03,L2,7.79,19.44,9.22,57602.05,6,20173.37,Active,177146.94,1119783.85,551264.27,568519.58,320.93
EV-0535,Madurai,2022-10-13,L2,7.07,17.85,7.85,74239.91,4,14162.56,Active,231106.49,1325182.39,596945.85,728236.54,315.11
EV-0536,Hyderabad,2022-03-13,L2,10.2,21.16,7.76,62390.43,2,12976.75,Active,217541.92,1320181.5,497126.49,823055.01,378.34
EV-0537,Hyderabad,2024-03-02,L2,7.25,19.86,6.73,91437.88,1,14884.11,Active,219153.07,1815956.3,630261.04,1185695.26,541.04
EV-0538,Chennai,2022-10-13,L2,4.91,20.69,7.37,26695.81,3,14878.47,Offline,220407.31,552336.31,211626.59,340709.72,154.58
EV-0539,Coimbatore,2022-12-26,L2,7.23,16.99,7.74,42409.48,2,13499.52,Active,282220.79,720537.07,341748.9,378788.17,134.22
EV-0541,Hyderabad,2023-06-06,L2,7.76,21.39,6.85,68440.52,6,7879.46,Active,244435.49,1463942.72,476697.02,987245.7,403.89
EV-0542,Kochi,2023-02-14,L2,8.53,18.42,8.03,46691.74,2,11440.32,Active,257473.04,860061.85,386374.99,473686.86,183.98
EV-0543,Kochi,2023-11-27,L2,4.35,17.02,6.15,52842.74,3,18876.21,Active,156420.4,899383.43,343859.06,555524.37,355.15
EV-0544,Coimbatore,2023-07-04,L2,9.49,17.06,7.12,59505.28,2,16621.38,Active,261598.76,1015160.08,440298.97,574861.11,219.75
EV-0545,Madurai,2022-12-06,DCFC,5.86,20.98,9.94,28178.17,6,11602.29,Active,1396092.08,591178.01,291693.3,299484.71,21.45
EV-0546,Coimbatore,2022-01-29,L2,7.61,23.87,7.65,40679.77,1,17002.34,Under Maintenance,197662.13,971026.11,328202.58,642823.53,325.21
EV-0547,Kochi,2022-04-29,DCFC,8.04,16.54,7.53,64958.99,8,11035.2,Active,1207870.01,1074421.69,500176.39,574245.3,47.54
EV-0548,Bangalore,2022-09-25,L2,7.42,16.38,7.65,41778.68,3,15183.68,Active,161281.32,684334.78,334790.58,349544.2,216.73
EV-0549,Coimbatore,2022-07-02,DCFC,6.23,20.34,7.67,24295.36,6,20218.59,Active,1581992.74,494167.62,206564.0,287603.62,18.18
EV-0550,Bangalore,2023-08-18,L2,5.28,16.99,8.57,36466.06,1,19665.42,Offline,174269.43,619558.36,332179.55,287378.81,164.9
EV-0551,Chennai,2022-09-29,DCFC,10.49,20.54,8.5,45705.98,6,24661.78,Active,1451060.38,938800.83,413162.61,525638.22,36.22
EV-0552,Coimbatore,2022-02-09,DCFC,10.41,19.43,7.61,52501.41,1,9744.25,Active,1680865.96,1020102.4,409279.98,610822.42,36.34
EV-0553,Kochi,2022-04-22,L2,4.34,18.45,7.79,48937.8,0,13111.72,Active,187292.12,902902.41,394337.18,508565.23,271.54
EV-0554,Bangalore,2023-09-03,L2,4.7,19.38,9.31,49096.87,0,15482.33,Offline,205311.06,951497.34,472574.19,478923.15,233.27
EV-0556,Coimbatore,2022-12-20,L2,6.84,18.14,7.94,48064.09,4,6088.15,Active,167198.62,871882.59,387717.02,484165.57,289.58
EV-0557,Madurai,2024-01-17,L2,2.69,14.99,8.14,53141.02,4,10639.28,Active,275339.1,796583.89,443207.18,353376.71,128.34
EV-0558,Coimbatore,2022-11-18,L2,3.12,18.86,7.22,41585.66,2,20643.02,Offline,245931.05,784305.55,320891.49,463414.06,188.43
EV-0559,Bangalore,2023-03-23,L2,5.85,21.65,7.88,72634.1,3,21800.84,Active,201304.43,1572528.26,594157.55,978370.71,486.02
EV-0563,Madurai,2023-01-30,DCFC,4.38,18.58,9.06,54200.63,0,7453.8,Active,1308541.49,1007047.71,498511.51,508536.2,38.86
EV-0564,Coimbatore,2023-08-14,L2,8.33,19.32,7.93,53826.35,3,18951.15,Active,190156.54,1039925.08,445794.11,594130.97,312.44
EV-0565,Kochi,2022-07-14,L2,8.89,17.1,7.55,20395.17,4,119.04,Active,157943.37,348757.41,154102.57,194654.84,123.24
EV-0566,Bangalore,2022-09-18,L2,11.3,20.82,7.0,60209.53,4,21390.15,Active,239251.26,1253562.41,442856.86,810705.55,338.85
EV-0567,Kochi,2022-02-15,L2,11.21,18.59,9.03,50833.8,3,10682.78,Active,171791.42,945000.34,469711.99,475288.35,276.67
EV-0568,Hyderabad,2023-12-27,DCFC,8.47,19.89,7.35,58123.48,3,569.71,Active,1611623.82,1156076.02,427777.29,728298.73,45.19
EV-0569,Chennai,2023-03-23,L2,9.07,19.14,6.83,52748.2,3,19199.09,Active,182726.25,1009600.55,379469.3,630131.25,344.85
EV-0570,Kochi,2022-01-02,DCFC,6.83,18.85,9.05,41612.64,2,16504.89,Active,1273893.28,784398.26,393099.28,391298.98,30.72
EV-0571,Kochi,2023-06-17,L2,7.8,19.75,7.1,63414.61,2,22231.78,Offline,178482.3,1252438.55,472475.51,779963.04,437.0
EV-0573,Hyderabad,2023-12-05,L2,7.43,16.12,8.82,30659.2,2,14646.92,Active,199961.2,494226.3,285061.06,209165.24,104.6
EV-0575,Kochi,2024-01-30,L2,4.16,20.14,9.73,28542.81,4,19162.77,Active,155799.27,574852.19,296884.31,277967.88,178.41
EV-0576,Chennai,2024-01-25,L2,4.83,14.29,7.17,63513.94,4,14027.7,Active,224286.67,907614.2,469422.65,438191.55,195.37
EV-0578,Chennai,2022-07-21,L2,6.87,20.58,7.87,33405.57,4,23023.12,Under Maintenance,222948.03,687486.63,285924.96,401561.67,180.11
EV-0579,Bangalore,2023-01-08,L2,4.95,14.85,8.62,48158.57,2,12409.64,Active,171203.87,715154.76,427536.51,287618.25,168.0
EV-0580,Hyderabad,2023-03-18,L2,12.52,20.39,9.29,46760.78,2,14176.7,Active,215563.37,953452.3,448584.35,504867.95,234.21
EV-0581,Coimbatore,2022-03-13,L2,6.93,18.22,8.07,47435.43,4,19838.8,Active,166593.12,864273.53,402642.72,461630.81,277.1
EV-0582,Chennai,2023-11-12,L2,5.39,21.18,7.86,77453.58,4,24637.64,Active,182992.73,1640466.82,633422.78,1007044.04,550.32
EV-0583,Madurai,2022-12-05,L2,6.88,18.5,6.52,33579.22,7,18179.8,Active,239261.84,621215.57,237116.31,384099.26,160.54
EV-0584,Kochi,2023-10-01,L2,6.56,17.06,8.11,45401.49,3,11068.82,Offline,296499.1,774549.42,379274.9,395274.52,133.31
EV-0585,Hyderabad,2022-11-18,L2,6.97,19.12,7.35,72549.84,2,15990.86,Active,217377.72,1387152.94,549232.18,837920.76,385.47
EV-0586,Chennai,2023-11-11,L2,2.52,18.44,8.62,45155.77,2,19800.97,Under Maintenance,253076.05,832672.4,409043.71,423628.69,167.39
EV-0587,Bangalore,2022-05-08,L2,9.73,16.88,7.59,35963.3,1,10937.16,Active,230913.7,607060.5,283898.61,323161.89,139.95
EV-0588,Chennai,2024-01-08,DCFC,17.77,22.94,7.76,53945.22,2,14412.15,Active,1305900.73,1237503.35,433027.06,804476.29,61.6
EV-0589,Bangalore,2022-11-04,L2,10.18,16.56,6.54,62084.61,3,13275.08,Active,159705.63,1028121.14,419308.43,608812.71,381.21
EV-0590,Chennai,2023-06-04,L2,7.31,14.01,6.19,44107.39,2,18298.17,Active,171644.61,617944.53,291322.91,326621.62,190.29
EV-0591,Madurai,2022-11-13,L2,8.16,21.66,9.86,58315.53,2,8153.93,Active,282458.66,1263114.38,583145.06,679969.32,240.73
EV-0592,Chennai,2023-11-14,L2,4.33,17.33,8.13,51410.99,1,11534.61,Under Maintenance,211524.65,890952.46,429505.96,461446.5,218.15
EV-0594,Madurai,2022-12-01,L2,7.13,17.78,7.09,43398.71,4,20452.59,Active,229234.98,771629.06,328149.44,443479.62,193.46
EV-0596,Chennai,2023-12-15,L2,8.66,16.97,8.7,61422.47,4,16873.42,Active,208172.48,1042339.32,551248.91,491090.41,235.91
EV-0597,Madurai,2022-10-30,L2,8.76,16.51,7.2,32269.76,6,14808.06,Active,233319.75,532773.74,247150.33,285623.41,122.42
EV-0598,Kochi,2023-07-22,L2,6.65,18.63,6.94,60866.31,1,22986.29,Active,171171.27,1133939.36,445398.48,688540.88,402.25
EV-0599,Bangalore,2022-05-11,L2,7.6,17.7,7.27,52497.61,3,22427.56,Active,208088.86,929207.7,404085.18,525122.52,252.35
EV-0600,Bangalore,2022-07-16,L2,3.92,19.96,7.97,49096.87,2,4793.19,Active,217046.34,979973.53,396095.24,583878.29,269.01
EV-0601,Chennai,2023-03-07,L2,9.61,19.47,8.17,29987.17,5,15490.29,Active,297768.93,583850.2,260485.47,323364.73,108.6
